time_s,time_min,soc,temp_c,r0_ohm,r1_ohm,c1_f,r2_ohm,c2_f,v1_v,v2_v,q_ohmic_w,q_pol1_w,q_pol2_w,q_gen_w
1045.0,17.416666666666668,0.1291666666666506,49.30834710860893,0.019258956450410196,0.012752865963125408,31.04524624297335,0.008197646345506711,1627.1441326057106,0.11083069034994596,0.06934927803465941,1.4577104137315473,0.9642270060445297,0.6033387189015369,3.0252761386776137
1046.0,17.433333333333334,0.12833333333331728,49.31075320828992,0.01926712848482133,0.012765614454656722,31.014418473585643,0.008207124262324833,1634.830033432367,0.1109403949741732,0.06949158538818487,1.4583289550161262,0.9651814362753067,0.6045767928772083,3.0280871841686414
1047.0,17.45,0.12749999999998396,49.31321535938267,0.01927589181654362,0.012778491517204976,30.98676914118156,0.008215798221679595,1642.8154837299558,0.11105121013819336,0.06962879231841534,1.4589922515941864,0.9661455282022822,0.6057704931702135,3.0309082729666823
1048.0,17.466666666666665,0.12666666666665063,49.31573363560135,0.01928525456737743,0.012791497701841133,30.962332442380504,0.00822365498834908,1651.107226533447,0.11116314050457778,0.0697608085962027,1.4597009182047975,0.9671193223898266,0.6069190347869635,3.0337392753815875
1049.0,17.483333333333334,0.1258333333333173,49.31830810758156,0.019295224968167685,0.012804633560487652,30.941143667942733,0.008230681472788453,1659.7122410870386,0.11127619073896175,0.0698875449786707,1.4604555778406116,0.9681028594289671,0.608021641314435,3.036580078584014
1050.0,17.5,0.12499999999998397,49.32093884326321,0.019305811361421815,0.012817899645915875,30.923239243153002,0.008236864742686633,1668.6377519647024,0.11139036550981861,0.07000891328475602,1.461256861946017,0.9690961799354219,0.6090775455773773,3.039430587458816
1051.0,17.516666666666666,0.12416666666665063,49.32362590829137,0.019317022203990876,0.012831296511743239,30.908656769513033,0.008242192034678816,1677.8912385826247,0.11150566948821969,0.07012482647156626,1.462105410620069,0.9700993245475112,0.6100859903026264,3.0422907254702065
1052.0,17.533333333333335,0.1233333333333173,49.326369366435266,0.01932886606981537,0.012844824712429983,30.897435067798853,0.008246650766206506,1687.480445122478,0.11162210734758321,0.07023519871149145,1.463001872824325,0.9711123339239739,0.6110462287899755,3.0451604355382744
1053.0,17.55,0.12249999999998396,49.329169280025624,0.01934135165273726,0.012858484803275477,30.889614222541468,0.008250228547516215,1697.4133908854446,0.11173968376340863,0.07033994547000287,1.463946906595683,0.972135248741655,0.6119575255890249,3.048039680926363
1054.0,17.566666666666666,0.12166666666665062,49.33202571041058,0.019354487769380122,0.012872277340414262,30.885235627992525,0.008252913193787542,1707.6983810980096,0.11185840341299697,0.07043898358407019,1.4649411792643812,0.9731681096930735,0.6128191571814107,3.0509284461388653
1055.0,17.583333333333332,0.12083333333331728,49.33493871843035,0.019368283362098816,0.012886202880811564,30.884342035638333,0.008254692737380774,1718.344018191596,0.11197827097515764,0.07053223134112452,1.4659853676772592,0.9742109574838714,0.6136304126677833,3.053826737828914
1056.0,17.6,0.11999999999998394,49.33790836491073,0.019382747502000742,0.01290026198225849,30.88697760332973,0.008255555440193902,1729.3592135793199,0.11209929112989926,0.07061960855849261,1.467080158426436,0.9752638328301235,0.6143905944588857,3.0567345857154455
1057.0,17.616666666666667,0.1191666666666506,49.340934711175755,0.01939788939204027,0.01291445520336679,30.893187946097864,0.008255489806118137,1740.7531999543744,0.11222146855810554,0.07070103666322398,1.4682262480835278,0.9763267764555181,0.6150990189700486,3.0596520435090944
1058.0,17.633333333333333,0.11833333333331726,49.34401781957949,0.019413718370188363,0.01292878310356321,30.90302018872886,0.008254484593580792,1752.5355441358856,0.11234480794119485,0.0707764387722303,1.4694243434395569,0.9773998290883951,0.6157550173184037,3.0625791898463555
1059.0,17.65,0.11749999999998392,49.3471577540572,0.01943024391267928,0.012943246243083356,30.916523020174537,0.008252528828163868,1764.7161604894284,0.11246931396076307,0.07084573977265317,1.4706751617506943,0.9784830314586386,0.6163579360220826,3.0655161292314155
1060.0,17.666666666666668,0.11666666666665058,49.35035458069597,0.01944747563733628,0.01295784518296528,30.93374674987911,0.008249611815286035,1777.3053249508994,0.11259499129820867,0.07090886640237395,1.4719794309899827,0.9795764242944154,0.6169071377006533,3.0684629929850513
1061.0,17.683333333333334,0.11583333333331725,49.35360836832489,0.019465423306978504,0.012972580485042429,30.95474336610629,0.008245723152935596,1790.313689683983,0.11272184463434076,0.07096574733057653,1.4733378901052026,0.9806800483187645,0.6174020017760158,3.0714199401999833
1062.0,17.7,0.1149999999999839,49.356919189124916,0.019484096832911055,0.012987452711936312,30.979566596354367,0.008240852744441017,1803.7522984030945,0.11284987864896705,0.07101631323827082,1.4747512892830374,0.9817939442460132,0.6178419251729561,3.074387158702007
1063.0,17.716666666666665,0.11416666666665057,49.36028711925841,0.019503506278500407,0.013002462427048599,31.008271969951846,0.008234990811265738,1817.6326023954432,0.11297909802046344,0.07106049689868284,1.4762203902196955,0.9829181527780319,0.6182263230185406,3.0773648660162682
1064.0,17.733333333333334,0.11333333333331723,49.36371223951853,0.01952366186283753,0.01301761019455288,31.04091688292976,0.008228127905813048,1831.9664772776496,0.11310950742532276,0.07109823325741424,1.4777459663981722,0.984052714600308,0.6185546293395038,3.080353310337984
1065.0,17.75,0.11249999999998389,49.36719463599843,0.019544573964490965,0.013032896579385823,31.077560665271896,0.008220254924226627,1846.7662405244016,0.11324111153768315,0.07112945951227181,1.4793288033723209,0.9851976703778433,0.6188262977567648,3.083352771506929
1066.0,17.766666666666666,0.11166666666665055,49.370734400780364,0.019566253125352116,0.013048322147237916,31.118264650648616,0.00821136311917183,1862.0446698086075,0.11337391502883415,0.07115411519266518,1.4809696990579013,0.986353060750857,0.619040802176187,3.086363561984945
1067.0,17.783333333333335,0.11083333333331721,49.37433163264461,0.01958871005457539,0.013063887464543789,31.16309224874545,0.008201444112582352,1877.8150221947767,0.11350792256670009,0.07117214223846878,1.4826694640308111,0.9875189263302907,0.6191976374746784,3.08938602783578
1068.0,17.8,0.10999999999998387,49.377986437798356,0.01961195563261566,0.013079593098471898,31.212109020302243,0.008190489908356444,1894.0910542296233,0.11364313881530087,0.07118348507824178,1.4844289218326792,0.9886953076931175,0.6192963201807035,3.0924205497065005
1069.0,17.816666666666666,0.10916666666665054,49.381698930624374,0.019636000915365544,0.013095439616913885,31.2653827549849,0.00817849290498673,1910.8870429764204,0.11377956843418724,0.07118809070669783,1.4862489092840176,0.9898822453774289,0.6193363891482712,3.0954675438097174
1070.0,17.833333333333332,0.1083333333333172,49.385469234449594,0.01966085713839534,0.013111427588473239,31.32298355221735,0.008165445908106764,1928.217808042222,0.11391721607785191,0.07118590876131471,1.488130276805143,0.9910797798773116,0.6193174062234379,3.098527462905892
1071.0,17.85,0.10749999999998386,49.38929748233342,0.0196865357212983,0.013127557582453637,31.38498390510727,0.008151342142937631,1946.09873464978,0.11405608639511315,0.07117689159797178,1.490073888745068,0.9922879516374843,0.6192389569023544,3.1016007972849065
1072.0,17.866666666666667,0.10666666666665052,49.39318381787575,0.01971304827214412,0.01314383016884661,31.451458787606303,0.008136175266617163,1964.5457978090913,0.11419618402847245,0.07116099436550201,1.4920806237185882,0.9935068010477103,0.6191006509798674,3.1046880757461657
